Cohort,SubjectID,Met1015_1,Met1015_2,Met1034_1,Met1048_1,Met1059_1,Met1062_1,Met1068_1,Met1071_1,Met1090_1,Met1096_1,Met1098_1,Met1099_1,Met110_1,Met1132_1,Met1150_1,Met1164_1,Met117_1,Met1183_1,Met120_1,Met121_1,Met1227_2,Met123_1,Met1230_1,Met1235_1,Met1244_1,Met1255_1,Met1256_1,Met1256_2,Met128_1,Met1296_1,Met1297_1,Met1328_1,Met1336_1,Met135_1,Met1351_2,Met138_1,Met1382_1,Met1394_1,Met1395_2,Met140_1,Met141_1,Met1414_1,Met1416_1,Met1420_1,Met1424_1,Met1424_2,Met1425_1,Met1438_1,Met1449_1,Met1451_1,Met1453_1,Met1464_1,Met1473_1,Met1489_1,Met1501_1,Met1503_1,Met1504_1,Met1526_1,Met1541_1,Met1542_1,Met1549_1,Met1584_1,Met1605_1,Met1607_1,Met161_1,Met1627_1,Met1635_1,Met1650_1,Met1665_1,Met1677_1,Met1681_1,Met1684_1,Met169_1,Met1707_1,Met1719_1,Met1719_2,Met1723_1,Met1726_1,Met173_1,Met1732_1,Met1748_1,Met175_1,Met1761_1,Met1768_2,Met1788_1,Met182_1,Met1829_1,Met1835_1,Met1849_1,Met1856_1,Met1869_1,Met187_1,Met1903_1,Met1948_1,Met1994_1,Met1994_2,Met2029_1,Met2039_1,Met2048_1,Met2076_1,Met2081_1,Met2082_1,Met2099_1,Met2106_1,Met2113_1,Met2125_1,Met2127_1,Met2131_1,Met2144_1,Met2174_1,Met2191_1,Met2202_1,Met2228_1,Met223_1,Met225_1,Met2278_1,Met2285_1,Met229_1,Met2291_1,Met2317_1,Met232_1,Met2323_1,Met2337_1,Met2351_1,Met2356_1,Met2358_1,Met238_1,Met2388_2,Met2432_1,Met247_1,Met2475_2,Met251_1,Met2519_1,Met2529_1,Met2560_1,Met2560_2,Met2600_1,Met2601_1,Met2630_1,Met2634_1,Met2634_2,Met264_1,Met2668_1,Met2671_1,Met2687_1,Met27_1,Met2700_1,Met2705_1,Met274_1,Met2741_1,Met277_1,Met2810_1,Met2814_1,Met2854_1,Met2856_1,Met2875_1,Met289_1,Met2890_1,Met2894_1,Met2895_1,Met2925_1,Met2931_1,Met2960_1,Met2978_1,Met299_1,Met2991_1,Met3016_1,Met3034_1,Met3047_1,Met3054_1,Met3082_1,Met3113_1,Met3118_1,Met3150_1,Met3153_1,Met3167_1,Met3181_1,Met3181_2,Met3182_1,Met3209_1,Met3209_2,Met3215_1,Met3217_1,Met3225_1,Met3227_1,Met3246_1,Met3261_1,Met3277_1,Met3295_1,Met3301_1,Met3305_1,Met3307_1,Met3308_1,Met3339_1,Met337_1,Met339_1,Met339_2,Met3408_1,Met342_2,Met3437_1,Met3474_1,Met3487_1,Met3504_1,Met3522_1,Met3524_1,Met3529_1,Met3539_1,Met355_1,Met356_1,Met3560_1,Met3571_1,Met3590_1,Met3591_1,Met3609_1,Met3615_1,Met3655_1,Met3656_1,Met3678_1,Met3702_1,Met3729_1,Met374_1,Met3740_1,Met3752_1,Met3762_1,Met3767_1,Met377_1,Met3770_1,Met378_1,Met38_1,Met3809_1,Met3846_1,Met3903_1,Met3931_1,Met3936_1,Met3939_1,Met3942_1,Met3948_1,Met3995_1,Met4005_1,Met4030_1,Met405_1,Met4069_1,Met4073_1,Met4077_1,Met4112_1,Met4147_1,Met4153_2,Met4171_1,Met4183_1,Met4198_1,Met4199_1,Met42_1,Met421_1,Met422_2,Met4224_1,Met4227_1,Met4231_1,Met425_1,Met4250_1,Met4256_1,Met4263_1,Met4274_1,Met4292_1,Met4293_1,Met4359_1,Met436_1,Met4369_1,Met4384_1,Met4389_1,Met441_1,Met4412_1,Met4413_1,Met4416_1,Met4444_1,Met4465_1,Met4498_1,Met4510_1,Met453_1,Met4537_1,Met4540_1,Met4544_1,Met4570_1,Met4572_1,Met459_1,Met4596_1,Met4597_1,Met4606_1,Met4610_1,Met4617_1,Met464_1,Met4656_1,Met47_1,Met4700_1,Met4713_1,Met4735_1,Met4740_1,Met4766_1,Met4770_1,Met4792_1,Met4796_1,Met4797_1,Met481_1,Met4817_1,Met4819_1,Met4821_1,Met483_1,Met4831_1,Met4837_1,Met4845_1,Met4863_1,Met4877_1,Met4879_1,Met489_1,Met4898_1,Met49_1,Met4907_1,Met4930_1,Met4955_1,Met496_1,Met497_1,Met4971_1,Met4986_1,Met4988_1,Met4996_1,Met500_1,Met5003_1,Met5019_1,Met5047_1,Met5053_1,Met5086_1,Met5089_1,Met5131_1,Met5134_1,Met515_1,Met5158_1,Met516_1,Met5170_1,Met5174_1,Met5176_1,Met5176_2,Met5181_1,Met519_1,Met5191_1,Met520_2,Met5201_1,Met5205_1,Met5214_1,Met5216_1,Met5279_1,Met5282_1,Met5291_1,Met5294_1,Met5295_1,Met5311_1,Met5319_1,Met5320_1,Met5352_1,Met5378_1,Met5382_1,Met5387_1,Met5402_1,Met5407_1,Met5418_1,Met5418_2,Met5421_1,Met5464_1,Met5507_1,Met5526_1,Met5528_1,Met5549_1,Met5594_1,Met5596_1,Met5609_1,Met5615_1,Met5660_1,Met5664_1,Met5676_1,Met5681_1,Met5684_1,Met5698_1,Met5705_1,Met5712_1,Met5722_1,Met5723_1,Met5756_1,Met577_1,Met5780_1,Met5800_1,Met5805_1,Met5822_1,Met5827_1,Met5848_1,Met5891_1,Met5893_1,Met591_1,Met5933_1,Met5948_1,Met60_1,Met60_2,Met602_1,Met6036_1,Met6053_1,Met6062_1,Met6089_1,Met6090_1,Met6164_1,Met6167_1,Met6239_1,Met6255_1,Met629_1,Met6308_1,Met6320_1,Met6322_1,Met6337_1,Met6360_1,Met638_1,Met6391_1,Met6395_1,Met6426_1,Met6457_1,Met6500_1,Met6540_1,Met6561_1,Met6564_1,Met657_1,Met657_2,Met660_1,Met6601_1,Met6606_1,Met6639_1,Met6666_1,Met6688_1,Met6697_1,Met6714_1,Met6728_1,Met6758_1,Met676_1,Met6760_1,Met6773_1,Met6783_1,Met679_1,Met6803_1,Met681_1,Met681_2,Met6835_1,Met6858_1,Met6882_1,Met6884_1,Met689_1,Met6929_1,Met6973_1,Met698_1,Met700_1,Met7049_1,Met7095_1,Met711_1,Met7212_1,Met726_1,Met7269_1,Met7281_1,Met7390_1,Met7422_1,Met7455_1,Met751_1,Met7552_2,Met7578_1,Met759_1,Met76_1,Met7603_1,Met7603_2,Met7616_1,Met7671_1,Met7703_1,Met779_1,Met7790_1,Met7888_1,Met7902_1,Met801_1,Met806_1,Met81_1,Met814_1,Met8190_1,Met8197_1,Met825_1,Met825_2,Met825_3,Met83_1,Met833_1,Met835_1,Met8358_1,Met8365_1,Met8370_1,Met8388_1,Met8392_1,Met845_1,Met849_1,Met85_1,Met852_1,Met8543_1,Met8543_2,Met8547_1,Met855_1,Met863_1,Met865_1,Met8683_1,Met869_1,Met877_2,Met8807_1,Met886_1,Met903_1,Met9053_1,Met9055_1,Met911_1,Met9144_1,Met922_1,Met931_1,Met9361_1,Met9384_1,Met9385_1,Met9395_1,Met9417_1,Met9434_1,Met9444_1,Met9453_1,Met9499_2,Met9550_1,Met958_1,Met96_1,Met9607_1,Met971_1,Met977_1,Met980_1
ILAS3,A00008-03,2036.140202,62.05466157,2883.886132,24561.56636,284.1237594,3458.196543,2448.211084,311.9271645,804.9517548,2047.927712,15982.33275,5763.043926,729.2430874,189.8627379,7.712712968,63.97946751,1284.549223,300.4405293,2297.661495,60.74505992,251.682213,46.89470243,16392.0884,116.545292,965.2962443,1319.145467,1558.722229,50.20492246,2554.067983,153.1638843,44.60354574,100.6210861,110.5168777,62.38617396,1095.506345,89.25144219,42.07691884,1000.35864,125.4578906,474.1247308,2996.356436,1591.757991,283.4666653,136.7341951,3696.146206,186.9821831,113.2727778,23.67794841,467.2406737,19665.76933,35.2456009,18734.32786,93.0441715,46.81328175,140.0243051,2.268077809,18.97769391,357.0226761,379.2202889,12114.56615,1374.854703,490.4563648,1222.168234,121.8587083,233.8479429,15759.71075,879.7514098,570.0592387,7115.351189,114.6759498,105.7689712,109.4109908,63.85818538,2999.785022,17756.54438,882.8482057,12.85375965,135.757153,1.697240158,2213.470824,1132.922846,36.32869502,32821.74011,14.48419955,1177.041212,885.5394908,412.2648199,3942.861901,1055.517169,88.5224485,44297.23725,671.1178249,239196.1585,3325.852347,1383.236045,424.8866226,4.421170882,3747.036017,59.90965844,56036.11281,66.41341096,48.42607735,59.11550795,7482.413057,4093.410073,1327.293528,4.193232247,15.40330279,9762.758346,2935.497444,1965.406496,26189.51593,189.0747855,641.2346239,67.65027761,5065.920552,670.6973098,2399.389499,39162.22471,186.9888298,84.95032617,232656.9484,108.5583547,806.7577143,456464.7472,1536.416506,14387.01347,214554.8418,5816.075337,783.746254,531.690959,325.5994357,856993.6903,16.50263998,6145.702419,3763.765518,10203.95803,2945.782723,989.8571895,20066.61231,6140.112135,44.01224134,4042.692214,1881.820781,458.2790977,18.34684024,319.1818013,2526.423768,149.0780864,14573.13374,234.8163219,39.75415559,10731.76987,3051.914803,1687.977779,294.9452586,188.0930462,4240.370246,5406.754871,3733.732878,1390.067562,771.4638464,1980.509953,404.1575672,44.73144918,1008.491024,732.3895762,349.096177,1116.19966,12.82696987,212.6781613,6655.365312,580.8156187,32847.35798,433.7656753,85406.96696,319.972253,1624.212494,4382.564176,10070.1174,32.7630793,2678.528856,192654.0386,16.41045137,1910.977645,4588.147637,4508.397991,1410.929428,95.8428996,424.5017891,1922.227991,463.392347,809.8769651,6368.451711,220.7605959,320.083944,46.24524535,1313.309801,610.5901277,1731.78275,6.351292004,346.8518415,8198.347783,15554.47423,613.5948859,984.4820722,25.5384011,6034.392334,1311.503784,2404.966614,99.48748525,428.5517841,198.5578145,1617.67384,85.03249212,1794.234155,15144.91951,241.1058315,939.3414661,1123.308533,637.1323713,3189.771372,301.6348953,5722.350791,15799.38262,467.4381474,9397.422618,4304.701839,183.3029348,16889.86372,312.3928995,347.8029637,434.7117553,997.4323721,51.39428485,5246.899633,76.22032941,3813.085926,223.4848303,2564.196499,202.5635442,1816.823205,3599.456549,92.54406672,396.140226,3099.066283,963.351084,16895.24366,889.2032274,1445.313228,1367.67954,254.7989679,218.11022,20.01273444,692.3450256,943.0377023,13339.20012,48.40981172,5931.012711,4752.017778,0.49866392,74.6776379,1771.44558,109.0459341,636.9930301,152.9662995,2184.75616,1212.023328,174.0954582,208.2534825,4067.603235,7235.750924,5894.91588,131916.9736,632.7684321,892.6792287,4773.800953,628.3568674,1470.762881,829.7964558,1589.47054,3755.369227,177.266422,39.01268215,1968.474721,479.4032666,1099.003076,755.7911119,3.405177274,817.3633484,13009.17848,17.8798261,9597.373281,2757.025168,748.5061463,2409.981397,6475.415274,11835.258,99395.14955,280.6243277,763.5963159,60.8259674,73277.91531,5004.650285,5948.477633,361.1437686,9519.644252,0.45468652,9971.214139,343.5276955,11077.30334,938.1768355,1049.484352,1068.047756,296.9686298,1520.867789,6376.290261,42892.94434,297.8394932,2989.426929,403.302242,99539.02869,187.3528458,724.179218,552.6858686,40827.32259,377.461025,27188.58056,451.1641798,7213.991064,739.6121787,54977.78469,105.6131612,969.8928397,10869.36342,34.69634018,3091.411681,6443.086739,523.2865797,89.42272457,484.6394386,63.45766716,17811.655,4222.13729,23239.37068,396.9272536,1614.595706,23929.31064,381.4538568,441.0358815,2810.287926,560.7086207,5440.151147,134.3617651,542.3051189,16593.99436,46204.12635,24424.3333,229.2253768,760.6914165,38261.80568,765.7180538,16256.15832,771.949827,337.2763306,4621.925923,13271.49363,33919.2563,10489.99292,70295.53693,5473.596712,2593.283673,3212.581732,24735.92576,15279.63639,191.7519019,4971.584958,9874.394265,7762.143155,8038.067178,0.05526168,29.42680882,1826.284492,5613.749966,3461.412064,1934.158983,1857.256239,5087.433854,1573.219952,20830.58521,48257.72808,10146.43349,31710.99849,1.735157796,7384.36237,3369.928048,22.67876179,2596.666108,22.9541537,1343.023603,3108.545854,2453.27378,11162.29871,188.23579,463.6980601,331.6502041,58.00206464,2238.507914,97.61897822,618.9696872,18621.84044,913.5204121,1249.468756,3207.88477,42493.43362,494.4626253,12973.48271,30973.56103,1873.368464,627.1483603,21684.02754,13922.28834,40.84298515,18778.01978,2374.596945,206.1159194,806.1590841,4010.225178,10875.66034,1408.795529,1828.603863,351.7356446,33979.68306,23971.38619,64132.39949,1607.96614,1377.629943,1393.937542,116.4975074,203.9343186,864.9122087,1331.958947,5495.040582,304.5978204,2049.889288,1887.46915,11516.22864,30652.16823,15874.81809,2203.706159,4121.882316,865.8007456,561.8809273,3988.99452,52439.40773,73.8125815,84.1051414,153.0600077,12571.43689,60174.11384,7180.984703,5.821717951,18119.1784,254.6621689,181857.0403,57488.43174,1889.397229,66.77149383,41658.09333,34.40155035,20433.33325,66249.51331,23978.6968,87.70355687,284.6407449,38128.02342,22829.62091,209.289771,210.3426955,7.515695986,39.34061121,121848.8651,506.9718382,624.1792504,138.5825022,4.915653968,39.24146892,145.030155,309.0396428,5672.133558,112262.6624,453.2907018,218549.2443,531.0558013,832.7785738,694.5151111,16.30837072,941.2190652,832141.0607,128.5890058,9046.438836,107.8939324,10140.88899,8783.156715,42512.14502,12544.60967,526.2297281,17.56207488,886.3211991,818.2180882,11.84535139,250.2784778,161.5084563,218.4320614,11997.28835,100.299211,9.953698191,960.5795484,553.67118,773.4879959,1181.11062,841.0105644,106.8653879,69.43489278,618.8503789,6072.244946,855.3939102,227.2334587,1980.828826,522.4238854,3104.386357,1748.61782
ILAS3,A00016-03,1335.249173,71.49466953,1904.568434,47166.37449,420.3842619,3419.593478,1696.18487,338.5778694,1289.693729,1561.904645,11728.12616,3646.437569,1093.344061,316.8331566,7.006356757,57.37839406,982.0537718,296.0185158,2748.713662,164.8726172,20.23811149,48.24669338,5908.592997,110.3762482,5026.272924,805.0120139,2605.98827,120.8166602,1230.594,48.66041971,10.51523818,28.60449173,116.926794,47.26059834,1302.636956,49.33820379,48.68564954,1043.841247,88.78731837,342.3752571,2677.255153,1275.941042,214.9248707,272.6862939,3802.828011,195.6230401,62.70903363,6.446154971,425.2198413,15761.10251,119.4936817,19543.0942,38.42972511,123.4612917,33.43068351,19.85511498,224.7404298,361.1571561,12.50096368,13316.44143,949.1210652,490.3311771,1489.316271,82.99624213,158.8399338,22015.51823,937.9288879,425.4776269,7164.705396,104.6211997,206.6229312,1021.585555,13.91795867,3439.519875,16657.9729,600.2485476,22.79718378,542.7838554,3.585716515,682.2390256,1101.87584,60.1955782,20349.26164,22.5250436,1180.827534,510.0345692,92.5858604,1862.743134,1005.788928,84.02618038,37055.6857,576.0526321,197999.1096,1034.086975,1103.893125,550.2042309,15.4842775,3306.795666,45.67690044,45177.24521,44.97519414,30.03739434,97.77853594,7632.861729,4138.124958,1673.38233,44.39000551,2.278000875,7892.668162,1706.718089,1908.605525,16141.13917,897.4989229,742.3774178,27.84237572,2086.196885,629.6359866,1389.438118,20278.65189,162.9276016,104.6966952,193613.7695,64.19885027,1296.271648,271572.9815,1483.1673,10719.28281,227465.3448,5040.968687,1048.262949,319.0528027,240.7898485,643442.067,168.1493455,5196.648669,2957.474358,6183.140128,2647.883693,931.051045,13191.26636,3322.197057,252.2073273,3204.613096,1191.228598,551.8797343,33.24572213,339.6572178,2377.9854,85.41306706,10970.31825,445.897664,54.97071822,7111.601717,2721.213866,1894.292842,394.5324105,111.3628336,4156.971439,4281.069672,2217.325048,925.7611191,682.6192838,1056.601684,583.1893001,53.09763364,493.3137519,935.3528392,372.8326505,918.3168146,25.33610371,160.8290189,6122.723395,804.7729214,27823.78552,1273474273,120203.2554,592.7360718,1092.979568,1991.079202,9376.044846,57.56727555,1375.571166,184691.8992,291.776294,2752.094914,1507.617303,4106.902645,1151.459619,572.5748498,319.2648285,1873.335633,400.7103061,691.8511123,5716.392365,141.5508765,135.4693037,28.36651461,1659.567959,251.0064711,1042.421313,474.5509713,320.4354244,9092.173973,4507.564251,457.6721209,73.70950619,689.8556639,3442.161389,1223.052408,4015.944046,129.3909003,365.1538294,716.1794848,893.2811062,70.0566374,1084.042997,1219.664242,189.8770353,865.8026239,1697.346105,704.231446,22898.55613,57.02309219,20058.55449,10086.99978,46.03186683,10761.88419,3338.090462,113.6241424,3907.165957,298.989565,368.3514891,188.1970474,84.89254097,61.81663561,3200.588129,7.117325614,1633.552482,670.1013137,4048.297341,102.5809936,2054.44392,2863.54613,41.09482501,162.8407091,3974.711129,776.2156994,15638.46314,771.2065978,237.3431443,766.7575027,223.8771095,162.686894,24.75468697,283.5903965,1094.717642,1281.574589,78.06843444,656.9565919,3390.558294,33.51876872,61.60368485,957.6486354,19.42870681,307.9575481,222.7074918,2685.142743,964.441148,309.9897761,310.3976135,1707.880508,4166.004406,3478.141256,83616.85419,1075.562916,1985.810756,3826.422614,191.9516493,1504.675171,2325.764669,735.0807706,2685.213258,204.9707384,14.20008733,1717.609274,102.5846002,1856.849691,125.336032,24.16952329,1007.981756,9361.007346,15.57467965,17386.78185,1903.15857,801.5011816,1241.928011,5154.107737,8008.212053,54652.15826,71.72914377,179.0560061,27.37737575,41503.69551,4073.899869,505.3118344,289.7280726,5464.39995,60.69360705,8283.096494,139.2614871,6424.666518,965.1825529,975.702349,959.9697499,410.2698655,619.8213049,4028.914427,35516.96067,165.5773922,4509.253363,629.1920189,21687.48253,70.38408326,506.1810989,300.3757368,11459.32135,155.519138,15216.87317,259.497867,6863.590317,5114.636647,32457.69834,77.06877347,274.1971033,7361.156605,49.05906465,202.5738941,4559.929273,184.6302885,92.94832046,733.5305047,30.41204468,11574.8744,2418.621364,1902.205221,354.6525287,378.1154631,18799.88063,435.9156932,31.93895708,4342.767322,243.3161634,4155.993508,372.8369571,42.00673822,13550.26121,13686.6391,9548.111488,307.5148214,460.5431248,28610.2623,1262.657956,16310.02891,938.4847202,299.2913056,3513.103938,10589.27112,21070.82931,4557.09518,46466.44685,3072.639312,1131.244037,1202.54059,12900.05431,9020.105525,420.3924727,3889.294028,6783.255199,7292.118795,4979.605865,0.140785176,43.57560206,1676.130586,2324.29927,18363.46078,100.6867754,2589.02427,3455.733509,448.0696316,13493.98206,27968.22326,7409.462159,19091.60724,143.8625786,5238.188952,2896.050078,64.74977364,4031.77529,17.52433355,702.9296826,3741.134333,2107.646445,10814.61168,177.8154164,10.9684639,451.9959983,121.4746716,2194.968845,90.39387298,458.1583861,8282.450693,675.1671001,751.9764818,4259.139913,36755.35409,918.4688525,1174.469385,18183.69419,1436.078474,478.1312071,4437.830148,6473.02079,42.27566468,15908.91606,1564.257105,209.1134991,396.830571,3919.382729,7610.690915,392.7153718,336.1503233,214.4706144,19667.16949,14609.48992,49550.40613,10186.91653,882.1831674,1041.219868,120.6698719,178.7208898,814.9758137,4943.951424,7189.962892,438.7270458,102.4143181,1503.41543,6958.969257,35381.64814,23456.70584,2373.744496,2544.994979,483.5039064,440.192665,4819.933088,65074.83636,57.16267125,30.7289185,102.449229,6585.799838,81477.47669,3925.08401,212.9557489,11080.13104,829.6762151,22456.88222,66119.25264,965.7191582,38.55502311,50551.83212,103.1511664,22459.22206,88737.08075,57521.76439,88.52985997,329.910519,37121.7273,16687.8633,248.31812,275.0147549,10.37038907,35.68124354,107812.1792,463.0514849,927.5333033,188.7287408,12.60361613,49.31060864,285.7707699,356.7665586,6136.282287,96854.62631,301.1616422,193848.242,740.7914086,514.8392273,638.6652537,22.60556934,1789.160597,461868.247,42843.11912,3006.86741,25.68175689,37882.96077,878.9641049,33457.79678,6374.871892,369.9712711,105.3119918,179.5429176,531.2626406,5.725030373,262.410348,209.2870309,334.2300491,17286.20523,56.54778675,170.5126645,461.1604507,246.9746029,1159.210563,1466.571407,1085.815566,295.0524062,549.0136253,350.5400805,3598.299054,716.4993683,814.7578949,2006.403438,1227.510051,4287.05355,1295.209434
ILAS3,A00030-03,1343.418913,68.61583002,3762.743098,18070.39116,578.7240831,3523.314277,1575.482531,287.7794189,258.1962104,1271.478027,14375.46961,2683.533917,1117.529756,296.1314699,7.710825798,62.65502803,778.9607017,274.7977992,2944.458502,52.9517177,13.77862018,59.40619999,9342.015588,108.8125946,2082.984247,1029.607226,1882.432406,150.4718898,1706.165119,3.603149531,36.76428396,34.20688327,100.5755595,75.59443286,1181.407951,40.35452829,53.48553698,977.7407478,131.5329946,391.4338978,2981.26124,1482.497455,152.6059831,110.7189723,3768.588659,300.0481411,101.4376077,22.50010673,492.5051051,25587.05838,58.43825876,20695.67578,114.0521109,5635.619021,110.8681019,25588.0865,90.84853709,611.3485542,134.7823427,19040.55682,779.5683522,631.9648532,1775.358546,164.5286287,299.8123978,36035.83304,896.770328,796.93311,8056.554739,110.68556,267.7959387,241.3931297,27.91384623,4440.18395,15810.77786,199.800256,21.74668642,8.590194499,4.735159612,503.8288726,3280.317739,17.14121599,14948.37922,42.3570502,1140.486697,410.9044054,266.8621309,3195.167571,1096.941891,19.76014862,73729.11058,707.4625551,286776.6696,1065.616379,1080.430976,787.0470972,3.942808311,1739.714256,88.12504843,53042.68091,75.90918358,56.42805467,257.1018918,7296.360909,5886.409637,1719.034384,43.05352473,6.314373082,12946.08474,2977.285948,1848.110882,11763.06371,985.6795864,809.7952599,40.80061,8434.035937,536.0925749,2069.77997,49084.36296,126.7540253,117.3620146,296038.314,90.5201196,1202.820192,404793.8744,2827.256939,11736.81368,187949.2345,4693.211629,943.6309843,385.4016451,207.6157007,516995.8453,447.9078515,6400.427521,3016.717497,8207.538481,4325.954018,901.5817274,14273.47336,5959.538758,103.7771721,2909.605868,2123.929271,598.5527238,30.31848722,351.3399942,6174.999841,37.61554454,21416.90683,596.7860225,71.35767081,15139.82729,2740.211264,1269.923889,420.9701725,153.0613156,3974.71377,4556.937091,5179.528672,1537.389553,962.1559603,1258.148274,3796.772282,112.5684307,754.5290857,794.6570123,194.1642829,882.6533654,17.35867045,207.1771935,5958.223552,675.2476408,68962.73324,800.1396537,131707.1304,539.1302349,1558.014034,2004.319542,5218.724216,4.415175533,1461.771152,204554.834,172.2543829,2950.628146,1348.224687,4441.752638,794.1090383,791.6105274,630.0161393,1989.280439,381.4095741,1215.359251,5372.17935,103.8492723,198.5818487,31.00609549,1456.65103,393.1735071,1156.213575,181.360701,369.9205962,9745.482021,4384.233423,517.4283218,133.7090233,444.0905278,2804.92136,1314.711727,2007.284495,1027.542618,824.4112814,1436.16692,885.4046213,481.5985703,1197.709934,5509.109807,265.6399542,773.9324885,1376.13977,622.4870607,3833.278548,39.60951672,40486.85274,34759.72088,59.93067323,10726.35321,3949.260639,84.56019914,1421.083698,311.9355064,264.9972071,273.3084635,74.85393504,47.25823497,5253.023746,169.75466,3778.429983,484.2493433,7349.592106,140.2803783,2854.988496,6145.694239,62.95350956,332.3282067,2685.890146,941.810431,20297.00917,808.5627987,694.1149116,1441.307931,229.9232814,153.9067839,44.11870887,1099.602731,1114.859942,1711.025269,69.66807204,1471.464537,7022.993956,0.090914605,60.88321428,1369.864028,130.7163905,407.2877234,202.1743694,3237.731806,1134.42505,52.49695388,449.7146592,11089.34611,9427.217193,5015.875167,140803.5391,1094.528363,515.7920398,8273.03005,135.4592624,1173.621117,4181.841461,991.9725641,4008.922088,197.0305543,24.03616251,1878.655294,322.5715803,1383.714625,31.30768901,34.80222395,997.2114884,13410.18094,14.46890117,20781.24158,2009.779641,859.7585309,2712.893801,6241.546837,1930.993691,102947.7481,318.4909524,759.9475026,64.06996605,80891.97212,4446.317525,2929.409497,338.5557964,13600.76784,400.2136988,7772.183793,126.2822042,7534.293653,1007.110117,959.1574626,1066.837793,608.8281906,918.7550356,7094.086843,42137.49026,216.384311,4163.958741,446.5397875,73472.33163,124.0998476,425.2485372,239.5873661,27356.13867,110.3795888,41504.687,413.8325532,12180.40879,508.9021157,62243.39192,92.96872774,193.1993536,12660.03214,32.87082204,593.4553663,7443.259427,329.2466174,9.985480043,773.8504606,64.56844401,14952.05809,1917.073474,24649.99929,1055.397652,2119.314969,26697.67578,424.0274685,30.99759491,2449.725212,248.0061085,5542.654511,34.67049189,43.62714521,17123.33441,38908.61252,26138.59502,554.289561,280.7306789,42590.76921,1107.919885,33641.99654,1048.659893,283.4486645,7332.779679,14951.55078,34513.02381,9179.502636,73793.01548,12034.02009,1950.031832,1697.990536,23367.76311,16113.00252,318.087239,6762.195576,11755.5857,8337.293334,7375.834208,29.70636452,49.36385455,2225.764426,6516.985314,1273.360777,843.9083074,5948.079841,5542.292697,1761.382531,19989.77287,49609.25312,11971.49337,52433.64554,44.87164553,6121.519209,4194.588074,14.55056941,4101.901154,20.17156257,1227.800353,5631.85962,3529.908199,15209.44855,219.1326005,1.87700318,1.339125962,21.93850072,2353.91964,100.7259311,544.2627571,12527.65534,1971.424073,1191.226122,8624.054335,41613.80252,433.3740802,2423.0721,21045.35753,888.8180038,951.0377863,7693.965749,19558.14067,46.9092564,32284.53263,1617.151486,143.7566819,451.9842695,5602.708523,7416.044676,17.97094343,536.0201738,202.590206,7662.555135,32572.36431,53092.15244,632.7871025,722.6512718,1082.310298,117.8923371,284.3221971,808.1283003,3363.766321,5631.632667,258.6511507,4528.718053,1209.966514,3072.589737,37172.50288,35777.22416,2191.132498,3192.988642,359.9430118,629.9574892,4237.91632,34698.32617,68.9943,70.11479318,75.83138025,6616.78819,42164.98632,5530.547502,4.938656029,13294.32871,191.9016713,53128.50018,33901.77313,427.1256313,31.59891239,126947.1967,139.8275986,17036.06936,48750.83702,88659.68476,79.115236,326.984453,37780.89182,18955.86803,184.5997227,536.4010568,11.65344424,34.05773941,229479.5834,2674.535087,1206.491354,56.21392801,12.5930029,55.12771208,163.6777816,264.7447499,5933.449946,211592.9474,2550.537919,277938.8819,859.0104808,409.7855625,730.8011339,25.31821373,950.365077,690067.7704,82.04028131,5116.903133,51.46143348,6409.932942,12294.18828,49061.61416,5660.438269,365.2442564,38.92009631,157.6668613,407.1463606,15.00575936,212.9641879,145.8592114,271.3911495,18567.15974,47.51936649,9.639588578,729.5467204,479.7315032,1398.966215,3579.761889,2570.852444,233.6731823,247.2421372,764.2867791,5958.483016,1121.715888,132.0701352,1960.917752,708.6839426,6672.592579,1228.721655
